RXCUI,NAME,TTY,ATC_CLS,CLS_NAME,ATC_IN,IN_NAME,IN_RxCUI
1153953,desipramine Oral Product,SCDG,N06AA,TCAs,N06AA01,desipramine,3247
1153954,desipramine Pill,SCDG,N06AA,TCAs,N06AA01,desipramine,3247
1430128,paroxetine mesylate 7.5 MG Oral Capsule [Brisdelle],SBD,N06AB,SSRIs,N06AB05,paroxetine,32937
1738804,24 HR paroxetine hydrochloride 12.5 MG Extended Release Oral Tablet [Paxil],SBD,N06AB,SSRIs,N06AB05,paroxetine,32937
1738806,24 HR paroxetine hydrochloride 25 MG Extended Release Oral Tablet [Paxil],SBD,N06AB,SSRIs,N06AB05,paroxetine,32937
1738808,24 HR paroxetine hydrochloride 37.5 MG Extended Release Oral Tablet [Paxil],SBD,N06AB,SSRIs,N06AB05,paroxetine,32937
207349,paroxetine hydrochloride 20 MG Oral Tablet [Paxil],SBD,N06AB,SSRIs,N06AB05,paroxetine,32937
207350,paroxetine hydrochloride 30 MG Oral Tablet [Paxil],SBD,N06AB,SSRIs,N06AB05,paroxetine,32937
211699,paroxetine hydrochloride 10 MG Oral Tablet [Paxil],SBD,N06AB,SSRIs,N06AB05,paroxetine,32937
211700,paroxetine hydrochloride 40 MG Oral Tablet [Paxil],SBD,N06AB,SSRIs,N06AB05,paroxetine,32937
213291,paroxetine hydrochloride 2 MG/ML Oral Suspension [Paxil],SBD,N06AB,SSRIs,N06AB05,paroxetine,32937
541660,paroxetine mesylate 10 MG Oral Tablet [Pexeva],SBD,N06AB,SSRIs,N06AB05,paroxetine,32937
541662,paroxetine mesylate 20 MG Oral Tablet [Pexeva],SBD,N06AB,SSRIs,N06AB05,paroxetine,32937
541664,paroxetine mesylate 30 MG Oral Tablet [Pexeva],SBD,N06AB,SSRIs,N06AB05,paroxetine,32937
541666,paroxetine mesylate 40 MG Oral Tablet [Pexeva],SBD,N06AB,SSRIs,N06AB05,paroxetine,32937
1738484,paroxetine hydrochloride 10 MG [Paxil],SBDC,N06AB,SSRIs,N06AB05,paroxetine,32937
1738488,paroxetine hydrochloride 12.5 MG [Paxil],SBDC,N06AB,SSRIs,N06AB05,paroxetine,32937
1738492,paroxetine hydrochloride 2 MG/ML [Paxil],SBDC,N06AB,SSRIs,N06AB05,paroxetine,32937
1738496,paroxetine hydrochloride 20 MG [Paxil],SBDC,N06AB,SSRIs,N06AB05,paroxetine,32937
1738500,paroxetine hydrochloride 25 MG [Paxil],SBDC,N06AB,SSRIs,N06AB05,paroxetine,32937
1738504,paroxetine hydrochloride 30 MG [Paxil],SBDC,N06AB,SSRIs,N06AB05,paroxetine,32937
1738508,paroxetine hydrochloride 37.5 MG [Paxil],SBDC,N06AB,SSRIs,N06AB05,paroxetine,32937
1738512,paroxetine hydrochloride 40 MG [Paxil],SBDC,N06AB,SSRIs,N06AB05,paroxetine,32937
1738516,paroxetine mesylate 10 MG [Pexeva],SBDC,N06AB,SSRIs,N06AB05,paroxetine,32937
1738520,paroxetine mesylate 20 MG [Pexeva],SBDC,N06AB,SSRIs,N06AB05,paroxetine,32937
1738524,paroxetine mesylate 30 MG [Pexeva],SBDC,N06AB,SSRIs,N06AB05,paroxetine,32937
1738528,paroxetine mesylate 40 MG [Pexeva],SBDC,N06AB,SSRIs,N06AB05,paroxetine,32937
1738564,paroxetine mesylate 7.5 MG [Brisdelle],SBDC,N06AB,SSRIs,N06AB05,paroxetine,32937
1430125,paroxetine Oral Capsule [Brisdelle],SBDF,N06AB,SSRIs,N06AB05,paroxetine,32937
366082,paroxetine Oral Suspension [Paxil],SBDF,N06AB,SSRIs,N06AB05,paroxetine,32937
367670,paroxetine Oral Tablet [Paxil],SBDF,N06AB,SSRIs,N06AB05,paroxetine,32937
541659,paroxetine Oral Tablet [Pexeva],SBDF,N06AB,SSRIs,N06AB05,paroxetine,32937
828445,paroxetine Extended Release Oral Tablet [Paxil],SBDF,N06AB,SSRIs,N06AB05,paroxetine,32937
2655470,paroxetine hydrochloride Oral Tablet [Paxil],SBDFP,N06AB,SSRIs,N06AB05,paroxetine,32937
2656595,paroxetine hydrochloride Oral Suspension [Paxil],SBDFP,N06AB,SSRIs,N06AB05,paroxetine,32937
2657455,paroxetine hydrochloride Extended Release Oral Tablet [Paxil],SBDFP,N06AB,SSRIs,N06AB05,paroxetine,32937
2657780,paroxetine mesylate Oral Capsule [Brisdelle],SBDFP,N06AB,SSRIs,N06AB05,paroxetine,32937
2658215,paroxetine mesylate Oral Tablet [Pexeva],SBDFP,N06AB,SSRIs,N06AB05,paroxetine,32937
1178223,Pexeva Oral Product,SBDG,N06AB,SSRIs,N06AB05,paroxetine,32937
1178224,Pexeva Pill,SBDG,N06AB,SSRIs,N06AB05,paroxetine,32937
1182920,Paxil Oral Liquid Product,SBDG,N06AB,SSRIs,N06AB05,paroxetine,32937
1182921,Paxil Oral Product,SBDG,N06AB,SSRIs,N06AB05,paroxetine,32937
1182922,Paxil Pill,SBDG,N06AB,SSRIs,N06AB05,paroxetine,32937
1430126,Brisdelle Oral Product,SBDG,N06AB,SSRIs,N06AB05,paroxetine,32937
1430127,Brisdelle Pill,SBDG,N06AB,SSRIs,N06AB05,paroxetine,32937
1430122,paroxetine mesylate 7.5 MG Oral Capsule,SCD,N06AB,SSRIs,N06AB05,paroxetine,32937
1738483,paroxetine hydrochloride 10 MG Oral Tablet,SCD,N06AB,SSRIs,N06AB05,paroxetine,32937
1738495,paroxetine hydrochloride 20 MG Oral Tablet,SCD,N06AB,SSRIs,N06AB05,paroxetine,32937
1738503,paroxetine hydrochloride 30 MG Oral Tablet,SCD,N06AB,SSRIs,N06AB05,paroxetine,32937
1738511,paroxetine hydrochloride 40 MG Oral Tablet,SCD,N06AB,SSRIs,N06AB05,paroxetine,32937
1738515,paroxetine mesylate 10 MG Oral Tablet,SCD,N06AB,SSRIs,N06AB05,paroxetine,32937
1738519,paroxetine mesylate 20 MG Oral Tablet,SCD,N06AB,SSRIs,N06AB05,paroxetine,32937
1738523,paroxetine mesylate 30 MG Oral Tablet,SCD,N06AB,SSRIs,N06AB05,paroxetine,32937
1738527,paroxetine mesylate 40 MG Oral Tablet,SCD,N06AB,SSRIs,N06AB05,paroxetine,32937
1738803,24 HR paroxetine hydrochloride 12.5 MG Extended Release Oral Tablet,SCD,N06AB,SSRIs,N06AB05,paroxetine,32937
1738805,24 HR paroxetine hydrochloride 25 MG Extended Release Oral Tablet,SCD,N06AB,SSRIs,N06AB05,paroxetine,32937
1738807,24 HR paroxetine hydrochloride 37.5 MG Extended Release Oral Tablet,SCD,N06AB,SSRIs,N06AB05,paroxetine,32937
312242,paroxetine hydrochloride 2 MG/ML Oral Suspension,SCD,N06AB,SSRIs,N06AB05,paroxetine,32937
1738482,paroxetine hydrochloride 10 MG,SCDC,N06AB,SSRIs,N06AB05,paroxetine,32937
1738486,paroxetine hydrochloride 12.5 MG,SCDC,N06AB,SSRIs,N06AB05,paroxetine,32937
1738490,paroxetine hydrochloride 2 MG/ML,SCDC,N06AB,SSRIs,N06AB05,paroxetine,32937
1738494,paroxetine hydrochloride 20 MG,SCDC,N06AB,SSRIs,N06AB05,paroxetine,32937
1738498,paroxetine hydrochloride 25 MG,SCDC,N06AB,SSRIs,N06AB05,paroxetine,32937
1738502,paroxetine hydrochloride 30 MG,SCDC,N06AB,SSRIs,N06AB05,paroxetine,32937
1738506,paroxetine hydrochloride 37.5 MG,SCDC,N06AB,SSRIs,N06AB05,paroxetine,32937
1738510,paroxetine hydrochloride 40 MG,SCDC,N06AB,SSRIs,N06AB05,paroxetine,32937
1738514,paroxetine mesylate 10 MG,SCDC,N06AB,SSRIs,N06AB05,paroxetine,32937
1738518,paroxetine mesylate 20 MG,SCDC,N06AB,SSRIs,N06AB05,paroxetine,32937
1738522,paroxetine mesylate 30 MG,SCDC,N06AB,SSRIs,N06AB05,paroxetine,32937
1738526,paroxetine mesylate 40 MG,SCDC,N06AB,SSRIs,N06AB05,paroxetine,32937
1738562,paroxetine mesylate 7.5 MG,SCDC,N06AB,SSRIs,N06AB05,paroxetine,32937
1430121,paroxetine Oral Capsule,SCDF,N06AB,SSRIs,N06AB05,paroxetine,32937
373245,paroxetine Oral Suspension,SCDF,N06AB,SSRIs,N06AB05,paroxetine,32937
378925,paroxetine Oral Tablet,SCDF,N06AB,SSRIs,N06AB05,paroxetine,32937
562789,paroxetine Extended Release Oral Tablet,SCDF,N06AB,SSRIs,N06AB05,paroxetine,32937
1164136,paroxetine Oral Liquid Product,SCDG,N06AB,SSRIs,N06AB05,paroxetine,32937
1164137,paroxetine Oral Product,SCDG,N06AB,SSRIs,N06AB05,paroxetine,32937
1164138,paroxetine Pill,SCDG,N06AB,SSRIs,N06AB05,paroxetine,32937
199461,dothiepin 25 MG Oral Capsule,SCD,N06AA,TCAs,N06AA16,dothiepin,3634
199462,dothiepin 75 MG Oral Tablet,SCD,N06AA,TCAs,N06AA16,dothiepin,3634
421926,dothiepin 15 MG/ML Oral Solution,SCD,N06AA,TCAs,N06AA16,dothiepin,3634
756289,dothiepin 5 MG/ML Oral Solution,SCD,N06AA,TCAs,N06AA16,dothiepin,3634
331849,dothiepin 25 MG,SCDC,N06AA,TCAs,N06AA16,dothiepin,3634
331850,dothiepin 75 MG,SCDC,N06AA,TCAs,N06AA16,dothiepin,3634
360909,dothiepin 5 MG/ML,SCDC,N06AA,TCAs,N06AA16,dothiepin,3634
393237,dothiepin 15 MG/ML,SCDC,N06AA,TCAs,N06AA16,dothiepin,3634
371958,dothiepin Oral Capsule,SCDF,N06AA,TCAs,N06AA16,dothiepin,3634
371959,dothiepin Oral Tablet,SCDF,N06AA,TCAs,N06AA16,dothiepin,3634
439936,dothiepin Oral Solution,SCDF,N06AA,TCAs,N06AA16,dothiepin,3634
1160759,dothiepin Oral Liquid Product,SCDG,N06AA,TCAs,N06AA16,dothiepin,3634
1160760,dothiepin Oral Product,SCDG,N06AA,TCAs,N06AA16,dothiepin,3634
1160761,dothiepin Pill,SCDG,N06AA,TCAs,N06AA16,dothiepin,3634
1000093,doxepin hydrochloride 50 MG/ML Topical Cream [Prudoxin],SBD,N06AA,TCAs,N06AA12,doxepin,3638
1000095,doxepin hydrochloride 50 MG/ML Topical Cream [Zonalon],SBD,N06AA,TCAs,N06AA12,doxepin,3638
966791,doxepin 3 MG Oral Tablet [Silenor],SBD,N06AA,TCAs,N06AA12,doxepin,3638
966795,doxepin 6 MG Oral Tablet [Silenor],SBD,N06AA,TCAs,N06AA12,doxepin,3638
1000092,doxepin hydrochloride 50 MG/ML [Prudoxin],SBDC,N06AA,TCAs,N06AA12,doxepin,3638
1000094,doxepin hydrochloride 50 MG/ML [Zonalon],SBDC,N06AA,TCAs,N06AA12,doxepin,3638
966789,doxepin 3 MG [Silenor],SBDC,N06AA,TCAs,N06AA12,doxepin,3638
966794,doxepin 6 MG [Silenor],SBDC,N06AA,TCAs,N06AA12,doxepin,3638
362333,doxepin Topical Cream [Zonalon],SBDF,N06AA,TCAs,N06AA12,doxepin,3638
362334,doxepin Topical Cream [Prudoxin],SBDF,N06AA,TCAs,N06AA12,doxepin,3638
966790,doxepin Oral Tablet [Silenor],SBDF,N06AA,TCAs,N06AA12,doxepin,3638
2655083,doxepin hydrochloride Topical Cream [Prudoxin],SBDFP,N06AA,TCAs,N06AA12,doxepin,3638
2656146,doxepin hydrochloride Topical Cream [Zonalon],SBDFP,N06AA,TCAs,N06AA12,doxepin,3638
1181995,Silenor Oral Product,SBDG,N06AA,TCAs,N06AA12,doxepin,3638
1182490,Prudoxin Topical Product,SBDG,N06AA,TCAs,N06AA12,doxepin,3638
1182604,Silenor Pill,SBDG,N06AA,TCAs,N06AA12,doxepin,3638
1188181,Zonalon Topical Product,SBDG,N06AA,TCAs,N06AA12,doxepin,3638
1000048,doxepin 10 MG Oral Capsule,SCD,N06AA,TCAs,N06AA12,doxepin,3638
1000054,doxepin 10 MG/ML Oral Solution,SCD,N06AA,TCAs,N06AA12,doxepin,3638
1000058,doxepin 100 MG Oral Capsule,SCD,N06AA,TCAs,N06AA12,doxepin,3638
1000064,doxepin 150 MG Oral Capsule,SCD,N06AA,TCAs,N06AA12,doxepin,3638
1000070,doxepin 25 MG Oral Capsule,SCD,N06AA,TCAs,N06AA12,doxepin,3638
1000076,doxepin 50 MG Oral Capsule,SCD,N06AA,TCAs,N06AA12,doxepin,3638
1000091,doxepin hydrochloride 50 MG/ML Topical Cream,SCD,N06AA,TCAs,N06AA12,doxepin,3638
1000097,doxepin 75 MG Oral Capsule,SCD,N06AA,TCAs,N06AA12,doxepin,3638
966787,doxepin 3 MG Oral Tablet,SCD,N06AA,TCAs,N06AA12,doxepin,3638
966793,doxepin 6 MG Oral Tablet,SCD,N06AA,TCAs,N06AA12,doxepin,3638
1000090,doxepin hydrochloride 50 MG/ML,SCDC,N06AA,TCAs,N06AA12,doxepin,3638
2599246,doxepin 10 MG/ML,SCDC,N06AA,TCAs,N06AA12,doxepin,3638
2599255,doxepin 150 MG,SCDC,N06AA,TCAs,N06AA12,doxepin,3638
328242,doxepin 10 MG,SCDC,N06AA,TCAs,N06AA12,doxepin,3638
328244,doxepin 25 MG,SCDC,N06AA,TCAs,N06AA12,doxepin,3638
328245,doxepin 50 MG,SCDC,N06AA,TCAs,N06AA12,doxepin,3638
328246,doxepin 75 MG,SCDC,N06AA,TCAs,N06AA12,doxepin,3638
330430,doxepin 100 MG,SCDC,N06AA,TCAs,N06AA12,doxepin,3638
966786,doxepin 3 MG,SCDC,N06AA,TCAs,N06AA12,doxepin,3638
966792,doxepin 6 MG,SCDC,N06AA,TCAs,N06AA12,doxepin,3638
371962,doxepin Oral Capsule,SCDF,N06AA,TCAs,N06AA12,doxepin,3638
375040,doxepin Oral Tablet,SCDF,N06AA,TCAs,N06AA12,doxepin,3638
377691,doxepin Topical Cream,SCDF,N06AA,TCAs,N06AA12,doxepin,3638
379135,doxepin Oral Solution,SCDF,N06AA,TCAs,N06AA12,doxepin,3638
1160767,doxepin Oral Liquid Product,SCDG,N06AA,TCAs,N06AA12,doxepin,3638
1160768,doxepin Oral Product,SCDG,N06AA,TCAs,N06AA12,doxepin,3638
1160769,doxepin Pill,SCDG,N06AA,TCAs,N06AA12,doxepin,3638
1160770,doxepin Topical Product,SCDG,N06AA,TCAs,N06AA12,doxepin,3638
208149,sertraline 100 MG Oral Tablet [Zoloft],SBD,N06AB,SSRIs,N06AB06,sertraline,36437
208161,sertraline 50 MG Oral Tablet [Zoloft],SBD,N06AB,SSRIs,N06AB06,sertraline,36437
212233,sertraline 25 MG Oral Tablet [Zoloft],SBD,N06AB,SSRIs,N06AB06,sertraline,36437
861066,sertraline 20 MG/ML Oral Solution [Zoloft],SBD,N06AB,SSRIs,N06AB06,sertraline,36437
568875,sertraline 100 MG [Zoloft],SBDC,N06AB,SSRIs,N06AB06,sertraline,36437
568885,sertraline 50 MG [Zoloft],SBDC,N06AB,SSRIs,N06AB06,sertraline,36437
572455,sertraline 25 MG [Zoloft],SBDC,N06AB,SSRIs,N06AB06,sertraline,36437
861065,sertraline 20 MG/ML [Zoloft],SBDC,N06AB,SSRIs,N06AB06,sertraline,36437
364573,sertraline Oral Solution [Zoloft],SBDF,N06AB,SSRIs,N06AB06,sertraline,36437
368413,sertraline Oral Tablet [Zoloft],SBDF,N06AB,SSRIs,N06AB06,sertraline,36437
1188167,Zoloft Oral Liquid Product,SBDG,N06AB,SSRIs,N06AB06,sertraline,36437
1188168,Zoloft Oral Product,SBDG,N06AB,SSRIs,N06AB06,sertraline,36437
1188169,Zoloft Pill,SBDG,N06AB,SSRIs,N06AB06,sertraline,36437
251201,sertraline 200 MG Oral Capsule,SCD,N06AB,SSRIs,N06AB06,sertraline,36437
312938,sertraline 100 MG Oral Tablet,SCD,N06AB,SSRIs,N06AB06,sertraline,36437
312940,sertraline 25 MG Oral Tablet,SCD,N06AB,SSRIs,N06AB06,sertraline,36437
312941,sertraline 50 MG Oral Tablet,SCD,N06AB,SSRIs,N06AB06,sertraline,36437
410584,sertraline 150 MG Oral Capsule,SCD,N06AB,SSRIs,N06AB06,sertraline,36437
861064,sertraline 20 MG/ML Oral Solution,SCD,N06AB,SSRIs,N06AB06,sertraline,36437
328670,sertraline 100 MG,SCDC,N06AB,SSRIs,N06AB06,sertraline,36437
328671,sertraline 50 MG,SCDC,N06AB,SSRIs,N06AB06,sertraline,36437
329212,sertraline 25 MG,SCDC,N06AB,SSRIs,N06AB06,sertraline,36437
334494,sertraline 200 MG,SCDC,N06AB,SSRIs,N06AB06,sertraline,36437
451487,sertraline 150 MG,SCDC,N06AB,SSRIs,N06AB06,sertraline,36437
861063,sertraline 20 MG/ML,SCDC,N06AB,SSRIs,N06AB06,sertraline,36437
373867,sertraline Oral Capsule,SCDF,N06AB,SSRIs,N06AB06,sertraline,36437
373868,sertraline Oral Tablet,SCDF,N06AB,SSRIs,N06AB06,sertraline,36437
374622,sertraline Oral Solution,SCDF,N06AB,SSRIs,N06AB06,sertraline,36437
1158193,sertraline Oral Liquid Product,SCDG,N06AB,SSRIs,N06AB06,sertraline,36437
1158194,sertraline Oral Product,SCDG,N06AB,SSRIs,N06AB06,sertraline,36437
1158195,sertraline Pill,SCDG,N06AB,SSRIs,N06AB06,sertraline,36437
1162091,tianeptine Oral Product,SCDG,N06AX,SNRIs,N06AX14,tianeptine,38252
208851,venlafaxine 50 MG Oral Tablet [Effexor],SBD,N06AX,SNRIs,N06AX16,venlafaxine,39786
729929,24 HR venlafaxine 75 MG Extended Release Oral Capsule [Effexor],SBD,N06AX,SNRIs,N06AX16,venlafaxine,39786
729931,24 HR venlafaxine 150 MG Extended Release Oral Capsule [Effexor],SBD,N06AX,SNRIs,N06AX16,venlafaxine,39786
729932,24 HR venlafaxine 37.5 MG Extended Release Oral Capsule [Effexor],SBD,N06AX,SNRIs,N06AX16,venlafaxine,39786
569499,venlafaxine 37.5 MG [Effexor],SBDC,N06AX,SNRIs,N06AX16,venlafaxine,39786
569500,venlafaxine 50 MG [Effexor],SBDC,N06AX,SNRIs,N06AX16,venlafaxine,39786
569502,venlafaxine 75 MG [Effexor],SBDC,N06AX,SNRIs,N06AX16,venlafaxine,39786
729930,venlafaxine 150 MG [Effexor],SBDC,N06AX,SNRIs,N06AX16,venlafaxine,39786
369178,venlafaxine Oral Tablet [Effexor],SBDF,N06AX,SNRIs,N06AX16,venlafaxine,39786
729928,venlafaxine Extended Release Oral Capsule [Effexor],SBDF,N06AX,SNRIs,N06AX16,venlafaxine,39786
1173219,Effexor Oral Product,SBDG,N06AX,SNRIs,N06AX16,venlafaxine,39786
1173220,Effexor Pill,SBDG,N06AX,SNRIs,N06AX16,venlafaxine,39786
2605950,24 HR venlafaxine 112.5 MG Extended Release Oral Tablet,SCD,N06AX,SNRIs,N06AX16,venlafaxine,39786
313580,venlafaxine 100 MG Oral Tablet,SCD,N06AX,SNRIs,N06AX16,venlafaxine,39786
313581,24 HR venlafaxine 150 MG Extended Release Oral Capsule,SCD,N06AX,SNRIs,N06AX16,venlafaxine,39786
313582,venlafaxine 25 MG Oral Tablet,SCD,N06AX,SNRIs,N06AX16,venlafaxine,39786
313583,24 HR venlafaxine 37.5 MG Extended Release Oral Capsule,SCD,N06AX,SNRIs,N06AX16,venlafaxine,39786
313584,venlafaxine 37.5 MG Oral Tablet,SCD,N06AX,SNRIs,N06AX16,venlafaxine,39786
313585,24 HR venlafaxine 75 MG Extended Release Oral Capsule,SCD,N06AX,SNRIs,N06AX16,venlafaxine,39786
313586,venlafaxine 75 MG Oral Tablet,SCD,N06AX,SNRIs,N06AX16,venlafaxine,39786
314277,venlafaxine 50 MG Oral Tablet,SCD,N06AX,SNRIs,N06AX16,venlafaxine,39786
808744,24 HR venlafaxine 150 MG Extended Release Oral Tablet,SCD,N06AX,SNRIs,N06AX16,venlafaxine,39786
808748,24 HR venlafaxine 225 MG Extended Release Oral Tablet,SCD,N06AX,SNRIs,N06AX16,venlafaxine,39786
808751,24 HR venlafaxine 37.5 MG Extended Release Oral Tablet,SCD,N06AX,SNRIs,N06AX16,venlafaxine,39786
808753,24 HR venlafaxine 75 MG Extended Release Oral Tablet,SCD,N06AX,SNRIs,N06AX16,venlafaxine,39786
2605949,venlafaxine 112.5 MG,SCDC,N06AX,SNRIs,N06AX16,venlafaxine,39786
328798,venlafaxine 100 MG,SCDC,N06AX,SNRIs,N06AX16,venlafaxine,39786
328799,venlafaxine 37.5 MG,SCDC,N06AX,SNRIs,N06AX16,venlafaxine,39786
328800,venlafaxine 50 MG,SCDC,N06AX,SNRIs,N06AX16,venlafaxine,39786
328801,venlafaxine 75 MG,SCDC,N06AX,SNRIs,N06AX16,venlafaxine,39786
330822,venlafaxine 25 MG,SCDC,N06AX,SNRIs,N06AX16,venlafaxine,39786
331427,venlafaxine 150 MG,SCDC,N06AX,SNRIs,N06AX16,venlafaxine,39786
801848,venlafaxine 225 MG,SCDC,N06AX,SNRIs,N06AX16,venlafaxine,39786
374285,venlafaxine Oral Tablet,SCDF,N06AX,SNRIs,N06AX16,venlafaxine,39786
452534,venlafaxine Extended Release Oral Capsule,SCDF,N06AX,SNRIs,N06AX16,venlafaxine,39786
452535,venlafaxine Extended Release Oral Tablet,SCDF,N06AX,SNRIs,N06AX16,venlafaxine,39786
1164574,venlafaxine Oral Product,SCDG,N06AX,SNRIs,N06AX16,venlafaxine,39786
1164575,venlafaxine Pill,SCDG,N06AX,SNRIs,N06AX16,venlafaxine,39786
1232591,24 HR bupropion hydrochloride 450 MG Extended Release Oral Tablet [Forfivo],SBD,N06AX,SNRIs,N06AX12,bupropion,42347
1551474,12 HR bupropion hydrochloride 90 MG / naltrexone hydrochloride 8 MG Extended Release Oral Tablet [Contrave],SBD,N06AX,SNRIs,N06AX12,bupropion,42347
2611266,bupropion hydrochloride 105 MG / dextromethorphan hydrobromide 45 MG Extended Release Oral Tablet [Auvelity],SBD,N06AX,SNRIs,N06AX12,bupropion,42347
993511,12 HR bupropion hydrochloride 100 MG Extended Release Oral Tablet [Wellbutrin],SBD,N06AX,SNRIs,N06AX12,bupropion,42347
993528,12 HR bupropion hydrochloride 150 MG Extended Release Oral Tablet [Wellbutrin],SBD,N06AX,SNRIs,N06AX12,bupropion,42347
993537,12 HR bupropion hydrochloride 200 MG Extended Release Oral Tablet [Wellbutrin],SBD,N06AX,SNRIs,N06AX12,bupropion,42347
993545,24 HR bupropion hydrochloride 150 MG Extended Release Oral Tablet [Wellbutrin],SBD,N06AX,SNRIs,N06AX12,bupropion,42347
993552,24 HR bupropion hydrobromide 174 MG Extended Release Oral Tablet [Aplenzin],SBD,N06AX,SNRIs,N06AX12,bupropion,42347
993564,24 HR bupropion hydrochloride 300 MG Extended Release Oral Tablet [Wellbutrin],SBD,N06AX,SNRIs,N06AX12,bupropion,42347
993569,24 HR bupropion hydrobromide 348 MG Extended Release Oral Tablet [Aplenzin],SBD,N06AX,SNRIs,N06AX12,bupropion,42347
993683,24 HR bupropion hydrobromide 522 MG Extended Release Oral Tablet [Aplenzin],SBD,N06AX,SNRIs,N06AX12,bupropion,42347
993688,bupropion hydrochloride 100 MG Oral Tablet [Wellbutrin],SBD,N06AX,SNRIs,N06AX12,bupropion,42347
1232587,bupropion hydrochloride 450 MG [Forfivo],SBDC,N06AX,SNRIs,N06AX12,bupropion,42347
1551470,bupropion hydrochloride 90 MG / naltrexone hydrochloride 8 MG [Contrave],SBDC,N06AX,SNRIs,N06AX12,bupropion,42347
2611262,bupropion hydrochloride 105 MG / dextromethorphan hydrobromide 45 MG [Auvelity],SBDC,N06AX,SNRIs,N06AX12,bupropion,42347
993510,bupropion hydrochloride 100 MG [Wellbutrin],SBDC,N06AX,SNRIs,N06AX12,bupropion,42347
993527,bupropion hydrochloride 150 MG [Wellbutrin],SBDC,N06AX,SNRIs,N06AX12,bupropion,42347
993534,bupropion hydrochloride 200 MG [Wellbutrin],SBDC,N06AX,SNRIs,N06AX12,bupropion,42347
993551,bupropion hydrobromide 174 MG [Aplenzin],SBDC,N06AX,SNRIs,N06AX12,bupropion,42347
993563,bupropion hydrochloride 300 MG [Wellbutrin],SBDC,N06AX,SNRIs,N06AX12,bupropion,42347
993568,bupropion hydrobromide 348 MG [Aplenzin],SBDC,N06AX,SNRIs,N06AX12,bupropion,42347
993682,bupropion hydrobromide 522 MG [Aplenzin],SBDC,N06AX,SNRIs,N06AX12,bupropion,42347
1232588,bupropion Extended Release Oral Tablet [Forfivo],SBDF,N06AX,SNRIs,N06AX12,bupropion,42347
1551471,bupropion / naltrexone Extended Release Oral Tablet [Contrave],SBDF,N06AX,SNRIs,N06AX12,bupropion,42347
2611265,bupropion / dextromethorphan Extended Release Oral Tablet [Auvelity],SBDF,N06AX,SNRIs,N06AX12,bupropion,42347
491056,bupropion Extended Release Oral Tablet [Wellbutrin],SBDF,N06AX,SNRIs,N06AX12,bupropion,42347
835488,bupropion Extended Release Oral Tablet [Aplenzin],SBDF,N06AX,SNRIs,N06AX12,bupropion,42347
94591,bupropion Oral Tablet [Wellbutrin],SBDF,N06AX,SNRIs,N06AX12,bupropion,42347
2654526,bupropion hydrochloride / naltrexone hydrochloride Extended Release Oral Tablet [Contrave],SBDFP,N06AX,SNRIs,N06AX12,bupropion,42347
2655096,bupropion hydrobromide Extended Release Oral Tablet [Aplenzin],SBDFP,N06AX,SNRIs,N06AX12,bupropion,42347
2655370,bupropion hydrochloride / dextromethorphan hydrobromide Extended Release Oral Tablet [Auvelity],SBDFP,N06AX,SNRIs,N06AX12,bupropion,42347
2656765,bupropion hydrochloride Oral Tablet [Wellbutrin],SBDFP,N06AX,SNRIs,N06AX12,bupropion,42347
2656792,bupropion hydrochloride Extended Release Oral Tablet [Wellbutrin],SBDFP,N06AX,SNRIs,N06AX12,bupropion,42347
2658826,bupropion hydrochloride Extended Release Oral Tablet [Forfivo],SBDFP,N06AX,SNRIs,N06AX12,bupropion,42347
1168564,Aplenzin Oral Product,SBDG,N06AX,SNRIs,N06AX12,bupropion,42347
1168565,Aplenzin Pill,SBDG,N06AX,SNRIs,N06AX12,bupropion,42347
1187946,Wellbutrin Oral Product,SBDG,N06AX,SNRIs,N06AX12,bupropion,42347
1187947,Wellbutrin Pill,SBDG,N06AX,SNRIs,N06AX12,bupropion,42347
1232589,Forfivo Oral Product,SBDG,N06AX,SNRIs,N06AX12,bupropion,42347
1232590,Forfivo Pill,SBDG,N06AX,SNRIs,N06AX12,bupropion,42347
1551472,Contrave Oral Product,SBDG,N06AX,SNRIs,N06AX12,bupropion,42347
1551473,Contrave Pill,SBDG,N06AX,SNRIs,N06AX12,bupropion,42347
2611263,Auvelity Oral Product,SBDG,N06AX,SNRIs,N06AX12,bupropion,42347
2611264,Auvelity Pill,SBDG,N06AX,SNRIs,N06AX12,bupropion,42347
1232585,24 HR bupropion hydrochloride 450 MG Extended Release Oral Tablet,SCD,N06AX,SNRIs,N06AX12,bupropion,42347
1551468,12 HR bupropion hydrochloride 90 MG / naltrexone hydrochloride 8 MG Extended Release Oral Tablet,SCD,N06AX,SNRIs,N06AX12,bupropion,42347
1801289,Smoking Cessation 12 HR bupropion hydrochloride 150 MG Extended Release Oral Tablet,SCD,N06AX,SNRIs,N06AX12,bupropion,42347
2611260,bupropion hydrochloride 105 MG / dextromethorphan hydrobromide 45 MG Extended Release Oral Tablet,SCD,N06AX,SNRIs,N06AX12,bupropion,42347
993503,12 HR bupropion hydrochloride 100 MG Extended Release Oral Tablet,SCD,N06AX,SNRIs,N06AX12,bupropion,42347
993518,12 HR bupropion hydrochloride 150 MG Extended Release Oral Tablet,SCD,N06AX,SNRIs,N06AX12,bupropion,42347
