Comp_OID,Symbolic_name,CodingSystemName,SubmitterFirst,SubmitterLast,Submitter_Email,Submitter2,Contact_person_desc,Contact_person_address,Contact_person_phone,Contact_person_email,Contact_person_info,Resp_body_name,Resp_body_address,Resp_body_phone,Resp_body_email,Resp_body_URL,Resp_body_Type,Resp_body_oid,External_OID_flag,externalOIDsubType,replacedBy,Oid_Type,assignment_status,AA_OID,AA_description,Object_description,Date_begun,Date_finalized,Entry_Timestamp,T396mnemonic,Preferred_Realm
2.16.840.1.113883.5.1050,acknowledgementCondition,Acknowledgement Condition,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,HL7,, , , ,,UV
2.16.840.1.113883.5.1051,ActInvoiceElementModifier,ActInvoiceElementModifier,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,Processing consideration and clarification codes., , , ,,UV
2.16.840.1.113883.5.1052,actSite,Act Site,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,An anatomical location on an organism which can be the focus of an act., , , ,,UV
2.16.840.1.113883.5.1053,actUncertainty,Act Uncertainty,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,, , , ,,UV
2.16.840.1.113883.5.1054,AmericanIndianAlaskaNativeLanguages,AmericanIndianAlaskaNativeLanguages,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,American Indian and Alaska Native languages currently being used in the United States., , , ,,UV
2.16.840.1.113883.5.1055,Calendar,Calendar,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,, , , ,,UV
2.16.840.1.113883.5.1056,CommunicationFunctionType,CommunicationFunctionType,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,Describes the type of communication function that the associated entity plays in the associated transmission., , , ,,UV
2.16.840.1.113883.5.1057,ContextControl,ContextControl,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,This table contains the control codes that are used to manage the propagation and scope of a particular ActRelationship or Participation  within a set of Acts., , , ,,UV
2.16.840.1.113883.5.1058,Currency,Currency,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,The currency unit as defined in ISO 4217, , , ,,UV
2.16.840.1.113883.5.1059,EmployeeJobClass,EmployeeJobClass,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,, , , ,,UV
2.16.840.1.113883.5.1060,entityCode,Entity Code,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,, , , ,,UV
2.16.840.1.113883.5.1061,EntityStatus,EntityStatus,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,The status of an instance of the RIM Entity class., , , ,,UV
2.16.840.1.113883.5.1062,ManagedParticipationStatus,ManagedParticipationStatus,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,The status of an instance of the RIM Participation class., , , ,,UV
2.16.840.1.113883.5.1063,observationValue,Observation Value,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,needs accurate description, , , ,,UV
2.16.840.1.113883.5.1064,participationMode,Participation Mode,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,HL7,Identifies the primary means by which an Entity participates in an Act., ,2009/12/22 12:00:00, ,,UV
2.16.840.1.113883.5.1065,ProcedureMethod,ProcedureMethod,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,Identifies the technique used to perform a procedure., , , ,,UV
2.16.840.1.113883.5.1066,QueryQuantityUnit,QueryQuantityUnit,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,Values in this domain specify the units of a query quantity limited request., , , ,,UV
2.16.840.1.113883.5.1067,queryResponse,QueryResponse,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,Values in this domain allow a query response system to return a precise response status., , , ,,UV
2.16.840.1.113883.5.1068,roleStatus,Role Status,,,masked,,HL7 Modeling and Methodology Workgroup,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",(+1) 734-677-7777,masked,,HL7 Modeling and Methodology Workgroup,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",(+1) 734-677-7777,hq@hl7.org,http://www.hl7.org,SDO,,Int,,,5,Complete,,HL7,The status of an instance of the RIM Role class., ,2009/12/22 12:00:00, ,,UV
2.16.840.1.113883.5.1069,SetOperator,SetOperator,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,, , , ,,UV
2.16.840.1.113883.5.1070,substanceAdminSubstitution,Substance Admin Substitution,,,masked,,HL7 Pharmacy Workgroup,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",(+1) 734-677-7777,masked,,HL7 Pharmacy Workgroup,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",(+1) 734-677-7777,hq@hl7.org,http://www.hl7.org,SDO,,Int,,,5,Complete,,HL7,Identifies what sort of change is permitted or has occurred between the therapy that was ordered and the therapy that was/will be provided., ,2009/12/22 12:00:00, ,,UV
2.16.840.1.113883.5.1071,substitutionCondition,Substitution Condition,,,masked,,HL7 Vocabulary Workgroup,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",(+1) 734-677-7777,masked,,HL7 Vocabulary Workgroup,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",(+1) 734-677-7777,hq@hl7.org,http://www.hl7.org,SDO,,Int,,,5,Complete,,HL7,Identifies what sort of change is permitted or has occurred between the item that was ordered/requested and the one that was/will be provided., ,2009/12/22 12:00:00, ,,UV
2.16.840.1.113883.5.1072,UnitOfMeasurePrefix,UnitOfMeasurePrefix,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,Decimal Multiplier Prefix for units of measure, , , ,,UV
2.16.840.1.113883.5.1073,UnitOfMeasurePrefixCaseSensitive,UnitOfMeasurePrefixCaseSensitive,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,Decimal Multiplier Prefix for units of measure - case sensitive, , , ,,UV
2.16.840.1.113883.6.84,IETF1766,IETF1766,HRS,,masked,,,,,masked,,,,,,,SDO,,Ext,,,6,Pending,,,Tags for the identification of languages, , ,2003/01/29 12:00:00,,UV
2.16.840.1.113883.6.85,naics,North American Industry Classification System,,HRS,masked,,,,,masked,,US Census Bureau,"U.S. Census Bureau4600 Silver Hill RoadWashington, DC 20233",301-763-INFO (4636),,http://www.census.gov,,,Int,,,6,Complete,,,"The North American Industry Classification System (NAICS) consists of a set of six digit codes that classify and categorize industries.  It also organizes the categories on a production/process-oriented basis.  This new, uniform, industry-wide classification system has been designed as the index for statistical reporting of all economic activities of the U.S., Canada, and Mexico.North American Industry Classification System(NAICS) for the United States, a new economic classification system that replaces the 1987 Standard Industrial Classification (SIC) for statistical purposes.  NAICS is a system for classifying establishments by type of economic activity.  Its purposes are:  (1) to facilitate the collection, tabulation, presentation, and analysis of data relating to establishments, and (2) to promote uniformity and comparability in the presentation of statistical data describing the economy.  NAICS will be used by Federal statistical agencies that collect or publish data by industry.More information may be found at http://www.census.gov/epcd/www/naicsusr.html", ,2009/10/14 12:00:00,2003/01/29 12:00:00,,UV
2.16.1,ISO3166-1,ISO3166-1,Ted,Klein,masked,,,,,masked,,,,,,,,,Ext,,1.0.3166.1,6,Retired,,,"Former OID for ISO 3166-1 Country codes; now is retired because it was entered in error.  This should not be used.  Note that ISO 3166-1 has numeric. 2-character, and 3-characters codes (synonyms), but HL7 has agreed that only the 2-character form is to be used (In v3 this will be done using value set machinery). ", , ,2005/09/16 12:00:00,,UV
2.16.2,ISO3166-2,ISO 3166 3 Character country codes,HRS,Klein,masked,Sundak Ganesan,,,,masked,,,,,,,SDO,,Ext,,,6,Deprecated,,,ISO 3166-2 Country subdivision codes; now is deprecated because it was entered in error., , ,2005/09/16 12:00:00,,UV
2.16.3,ISO3166-3,ISO 3166 Numeric Character country codes,HRS,Klein,masked,Sundak Ganesan,,,,masked,,,,,,,SDO,,Ext,,,6,Deprecated,,,ISO 3166-3 Obsolete country codes; now is deprecated because it was entered in error.   Note that this may be used when a country that no longer has a code in 3166-1 must be transmitted (historical records)., , ,2005/09/16 12:00:00,,UV
2.16.840.1.113883.5.1074,CodingRationale,CodingRationale,HRS,,masked,,,,,masked,,,,,,,,,int,,,5,Proposed,,,CodingRationale, , ,2003/02/10 12:00:00,,UV
2.16.840.1.113883.5.1075,PatientImportance,PatientImportance,HRS,,masked,,,,,masked,,,,,,,,,int,,,5,Proposed,,,Patient Importance Codes, , ,2003/02/10 12:00:00,,UV
2.16.840.1.113883.5.1076,ReligiousAffiliation,ReligiousAffiliation,HRS,,masked,,,,,masked,,,,,,,,,int,,,5,Proposed,,,ReligiousAffiliation, , ,2003/02/10 12:00:00,,UV
2.16.840.1.113883.5.1077,EducationLevel,EducationLevel,HRS,,masked,,,,,masked,,,,,,,,,int,,,5,Proposed,,,Education Level, , ,2003/02/10 12:00:00,,UV
2.16.840.1.113883.6.86,umls,Unified Medical Language System,HRS,,masked,,,,,masked,,National Library of Medicine,"National Library of Medicine8600 Rockville PikeBethesda, MD 20894",,custserv@nlm.nih.gov,http://www.nlm.nih.gov,Govt body,,Pxy,,,6,Complete,,,UMLS codes as CUIs making up the values in a coding system.  More information may be found at http://www.nlm.nih.gov/research/umls/, ,2009/10/14 12:00:00,2003/01/29 12:00:00,,UV
2.16.840.1.113883.12.227,mvx,Vaccine Manufacturer,W. Ted,Klein,masked,,Rob Savage,"10 Calumet CirMadison, WI 53705",608 233 6129,masked,,Centers for Disease Control and Prevention,,,rbsavage@cdc.gov,http://www2a.cdc.gov/vaccines/iis/iisstandards/vaccines.asp?rpt=mvx,HL7 body,2.16.840.1.114222,Int,,,6,Complete,2.16.840.1.113883,Health Level Seven International,"HL7 version 2.x Manufacturers of vaccines (code=MVX) used in chapter(s) 4; HL7 table 0227.  The most current version of this code system, which is considered the source of truth,  may be found at: http://www2a.cdc.gov/vaccines/iis/iisstandards/vaccines.asp?rpt=mvxFor convenience of access, the content may also be accessed through the CDC PHINVADS system at https://phinvads.cdc.gov/vads/ViewCodeSystem.action?id=2.16.840.1.113883.12.227", ,2016/03/02 12:00:00,2013/01/22 11:05:20,"MVX, HL70227",US
2.16.840.1.113883.12.292,cvx,Vaccine Administered,W. Ted,Klein,masked,,Rob Savage,"10 Calumet CirMadison, WI 53705",608-233-6129,masked,,Centers for Disease Control and Prevention,,,rbsavage@cdc.gov,http://www2a.cdc.gov/vaccines/iis/iisstandards/vaccines.asp?rpt=cvx,HL7 body,2.16.840.1.114222,Int,,,6,Complete,2.16.840.1.113883,HL7,"HL7 version 2.x Vaccines administered (code = CVX)(parenteral, unless oral is noted) used in chapter(s) 4; HL7 table 0292. The most current code system and source of truth may be found at http://www2a.cdc.gov/vaccines/iis/iisstandards/vaccines.asp?rpt=cvx. The code system may also be access and downloaded fro convenience  from PHINVADS at https://phinvads.cdc.gov/vads/ViewCodeSystem.action?id=2.16.840.1.113883.12.292Codes are never removed, but may be set to inactive when no longer available as a product. Note that in the case of historical immunization, the specific formulation may not be known. In this case, the vaccine is recorded using a code for the appropriate ""unspecified formulation"" of the vaccine.", ,2013/01/22 12:00:00,2013/01/22 11:03:38,"CVX, HL70292",US
2.16.840.1.113883.6.87,nmds,Nursing  Minimum Data Set,Suzanne,Bakken,masked,,"Connie Delaney, PhD, RN, FAAN and Diane Huber, PhD, RN, FAAN","464 Nursing Building, Iowa City, Iowa 52242",319-335-7113 or 319-335-7110,masked,,"The University of Iowa, College of Nursing","464 Nursing Building, Iowa City, Iowa 52242",319-335-7113 or 319-335-7110,connie-delaney@uiowa.edu or diane-huber@uiowa.edu,,,,Int,,,6,Complete,,,The NMDS is the minimum set of items of information with uniform definitions and categories concerning the specific dimension of the context of patient care delivery.  It represents the minimum data used to support the management and administration of patient/nursing care delivery across all types of settings., ,2009/09/11 12:00:00,2003/04/28 12:00:00,,UV
2.16.840.1.113883.6.88,rxNorm,RxNorm,Stuart,Nelson,masked,,,,,masked,,National Library of Medicine,"8600 Rockville Pike, Bethesda, MD 20894 ",(888) 346-3656,,http://www.nlm.nih.gov/,Govt body,,Int,,,6,Complete,,,"RxNorm provides standard names for clinical drugs (active ingredient + strength + dose form) and for dose forms as administered to a patient. It provides links from clinical drugs, both branded and generic, to their active ingredients, drug components (active ingredient + strength), and related brand names. NDCs (National Drug Codes) for specific drug products (where there are often many NDC codes for a single product) are linked to that product in RxNorm. RxNorm links its names to many of the drug vocabularies commonly used in pharmacy management and drug interaction software, including those of First Databank, Micromedex, MediSpan, and Multum. By providing links between these vocabularies, RxNorm can mediate messages between systems not using the same software and vocabulary.RxNorm is one of a suite of designated standards for use in U.S. Federal Government systems for the electronic exchange of clinical health information.", ,2009/10/14 12:00:00,2003/04/28 12:00:00,,UV
2.16.840.1.113883.6.89,deeds(old),DEEDS(old),,,masked,,Dan Pollock,,404-639-7715,masked,,Centers for Disease Control and Prevention,,,,http://www.cdc.gov,,2.16.840.1.114222,Int,,2.16.840.1.113883.6.102,6,retired,,,retired root for DEEDs from earlier work.  Superceded., , ,2003/04/28 12:00:00,,UV
2.16.840.1.113883.6.90,icd10CM,"International Classification of Diseases, 10th Revision, Clinical Modification (ICD-10-CM)",Michelle,Williamson,masked,,Donna Pickett,,"(301) 458-4434, 1.2.4.	Fax  (301) 458-4022",masked,,National Center for Health Statistics/Centers for Disease Control and Prevention,"3311 Toledo Road; Hyattsville, MD 20782",,,http://www.cdc.gov/nchs/about/otheract/icd9/icd10cm.htm,Govt body,2.16.840.1.114222,Int,,,6,Complete,,,"The International Classification of Diseases, 10th Revision, Clinical Modification (ICD-10-CM), describes the classification of morbidity and mortality information for statistical purposes and for the indexing of healthcare records by diseases. The ICD-10-CM codes can be used as the value of the Act.cd attribute.", , ,2003/04/29 12:00:00,,UV
2.16.840.1.113883.5.1078,QueryEventStatus,QueryEventStatus,HRS,,masked,,,,,masked,,,,,,,,,int,,,5,Proposed,,,Education Level, , ,2003/03/03 12:00:00,,UV
2.16.840.1.113883.5.1079,HL7V3,HL7V3,HRS,,masked,,,,,masked,,,,,,,,,int,,,5,Proposed,,,Complete HL7 Version 3 internal coding system, , ,2003/03/31 12:00:00,,UV
2.16.840.1.113883.5.1080,Dentition,Dentition,Stan,Huff,masked,,,,,masked,,,,,,,,,int,,,5,Pending,,,Dentition,2003/03/20 12:00:00, , ,,UV
2.16.840.1.113883.5.1081,CIHIAdj,CIHIAdj,Donald,Kroetsch,masked,,,,,masked,,,,,,,,,int,,,5,Pending,,,CIHI Adjudication Information Codes,2002/03/12 12:00:00, , ,,UV
2.16.840.1.113883.5.1082,acknowledgementDetailType,AcknowledgementDetailType,unspecified,,masked,,,,,masked,,,,,,,,,Int,,,5,Pending,,,"A code identifying the specific message to be provided.  A textual value may be specified as the print name, or for non-coded messages, as the original text.Examples:  'Required attribute xxx is missing', 'System will be unavailable March 19 from 0100 to 0300'",2003/03/12 12:00:00, , ,,UV
2.16.840.1.113883.5.1083,messageWaitingPriority,Message Waiting Priority,unspecified,,masked,,,,,masked,,,,,,,,,Int,,,5,Pending,,HL7,Indicates that the receiver has messages for the sender.,2003/03/12 12:00:00, , ,,UV
2.16.840.1.113883.5.1084,EncounterAcuity,EncounterAcuity,Norman,Daoust,masked,,,,,masked,,,,,,,,,int,,,5,Pending,,,Encounter Acuity,2003/03/12 12:00:00, , ,,UV
2.16.840.1.113883.5.1085,CodeSystemType,CodeSystemType,HRS,,masked,,,,,masked,,,,,,,,,int,,,5,Pending,,,HL7 Code System Type,2003/03/10 12:00:00, , ,,UV
2.16.840.1.113883.5.1086,ConceptStatus,ConceptStatus,HRS,,masked,,,,,masked,,,,,,,,,Int,,,5,Pending,,,HL7 Coded Concept Status,2003/03/10 12:00:00, , ,,UV
2.16.840.1.113883.5.1087,ConceptProperty,ConceptProperty,HRS,,masked,,,,,masked,,,,,,,,,Int,,,5,Pending,,,HL7 Value Set and Coded Concept Property Codes,2003/03/10 12:00:00, , ,,UV
2.16.840.1.113883.5.1088,ConceptCodeRelationship,ConceptCodeRelationship,HRS,,masked,,,,,masked,,,,,,,,,Int,,,5,Pending,,,Possible Concept Code Relationships,2003/03/10 12:00:00, , ,,UV
2.16.840.1.113883.5.1089,dentition,Dentition,Stan,Huff,masked,,missing data,,99999,masked,,missing data,missing data,missing data,missingdata@gmail.com,http://www.missingdata.com,SDO,,Int,,,5,Rejected,,,"DentitionEntry has been rejected as it appears to be a duplication of 2.16.840.1.113883.5.1080, which is in the V3 Repository.  -tk",2003/03/20 12:00:00,2009/09/15 12:00:00,2009/09/15 04:52:36,,UV
2.16.840.1.113883.5.1090,CalendarCycleOneLetter,CalendarCycleOneLetter,HRS,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,One letter calendar cycle identifiers,2003/04/20 12:00:00, ,2003/04/20 12:00:00,,UV
2.16.840.1.113883.6.91,fipspub92,FIPS_SOC,Ted,Klein,masked,,Elizabeth Lennon,"Stop 8901, Gaithersburg, MD  20899-8901",(301) 975-2832,masked,,"National Institute of Standards and Technology, Information Technology Laboratory","Stop 8901, Gaithersburg, MD  20899-8901",,,http://www.itl.nist.gov/,Govt body,,Int,,2.16.840.1.113883.6.243,6,Obsolete,,,"FIPSPUB92 - GUIDELINE FOR STANDARD OCCUPATIONAL CLASSIFICATION (SOC) CODES, version 1983 February 24.  This entry is now obsolete, as FIPS92 was withdrawn from use in February 2005 by the US Government.  It has been replaced by 2.16.840.1.113883.6.243; please use that OID instead.",2003/06/02 12:00:00,2009/09/15 12:00:00,2003/06/02 12:00:00,,UV
2.16.840.1.113883.6.92,fipsPUB2,FIPS PUB2 - STATE CODES,Ted,Klein,masked,,Elizabeth Lennon,"Stop 8901Gaithersburg, MD  20899-8901",(301) 975-2832,masked,,"National Institute of Standards and Technology, Information Technology Laboratory","Stop 8901Gaithersburg, MD  20899-8901",,,http://www.itl.nist.gov/,Govt body,,Int,,,6,Complete,,HL7,"FIPSPUB-2 - CODES FOR THE IDENTIFICATION OF THE STATES, THE DISTRICT OF COLUMBIA AND THE OUTLYING AREAS OF THE UNITED STATES, AND ASSOCIATED AREAS, version 1987 May 28",2003/06/02 12:00:00,2009/12/28 12:00:00,2009/12/28 06:00:13,,UV
